symbol,strategy,initial_equity_krw,final_equity_krw,net_pnl_krw,return_pct,trades,wins,losses,win_rate_pct,profit_factor,average_win_krw,average_loss_krw,expectancy_per_trade_krw,maximum_drawdown_pct,maximum_consecutive_losses,total_fees_krw,estimated_slippage_krw,long,short,entry_stages_filled,exit_reasons,daily_stop_days,total_stop_triggered,total_funding_pnl_krw,fold,fold_start,fold_end
XRPUSDT,HARD_VETO_LONG_ONLY,300000.0,301101.5075693757,1101.5075693756808,0.36716918979189384,2,1,1,50.0,2.971500710198453,1660.2228483901022,-558.7152790144288,550.7537846878367,-0.31404971859392633,1,289.6694123781045,362.0907103249295,"{'trades': 2, 'win_rate_pct': 50.0, 'net_pnl_krw': 1101.5075693756735}","{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}",{1: 2},"{'STOP': 1, 'TP3_4.0R': 1}",[],False,0.0,FOLD_B_MIDDLE,2026-02-28T02:10:00+00:00,2026-03-29T18:05:00+00:00
XRPUSDT,HARD_VETO_SHORT_ONLY,300000.0,299143.32895421376,-856.6710457862355,-0.28555701526208344,1,0,1,0.0,0.0,0.0,-856.6710457862166,-856.6710457862166,-0.2855570152620785,1,144.85418023865708,181.06653111006722,"{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}","{'trades': 1, 'win_rate_pct': 0.0, 'net_pnl_krw': -856.6710457862166}",{1: 1},{'STOP': 1},[],False,0.0,FOLD_B_MIDDLE,2026-02-28T02:10:00+00:00,2026-03-29T18:05:00+00:00
XRPUSDT,PRICE_ONLY_REFERENCE,300000.0,300962.91731124383,962.9173112438293,0.3209724370812683,4,2,2,50.0,1.6723125460629895,1197.581920673695,-716.123265051787,240.729327810954,-0.7640275345364187,2,580.5951151036351,725.7489997177515,"{'trades': 2, 'win_rate_pct': 100.0, 'net_pnl_krw': 2395.16384134739}","{'trades': 2, 'win_rate_pct': 0.0, 'net_pnl_krw': -1432.246530103574}",{1: 4},"{'STOP': 3, 'TP3_4.0R': 1}",['2026-04-02'],False,0.0,FOLD_C_LATEST_IN_WINDOW,2026-03-29T18:05:00+00:00,2026-04-28T10:00:00+00:00
XRPUSDT,HARD_VETO_SPLIT,300000.0,300954.64282920276,954.6428292027558,0.3182142764009077,1,1,0,100.0,,954.642829202763,0.0,954.642829202763,-0.14348454268819488,0,145.31995534145307,181.6528278119417,"{'trades': 1, 'win_rate_pct': 100.0, 'net_pnl_krw': 954.642829202763}","{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}",{1: 1},{'STOP': 1},[],False,0.0,FOLD_C_LATEST_IN_WINDOW,2026-03-29T18:05:00+00:00,2026-04-28T10:00:00+00:00
XRPUSDT,HARD_VETO_LONG_ONLY,300000.0,300954.64282920276,954.6428292027558,0.3182142764009077,1,1,0,100.0,,954.642829202763,0.0,954.642829202763,-0.14348454268819488,0,145.31995534145307,181.6528278119417,"{'trades': 1, 'win_rate_pct': 100.0, 'net_pnl_krw': 954.642829202763}","{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}",{1: 1},{'STOP': 1},[],False,0.0,FOLD_C_LATEST_IN_WINDOW,2026-03-29T18:05:00+00:00,2026-04-28T10:00:00+00:00
XRPUSDT,HARD_VETO_SHORT_ONLY,300000.0,300000.0,0.0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,"{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}","{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}",{},{},[],False,0.0,FOLD_C_LATEST_IN_WINDOW,2026-03-29T18:05:00+00:00,2026-04-28T10:00:00+00:00
DOGEUSDT,PRICE_ONLY_REFERENCE,300000.0,302631.193806649,2631.193806649011,0.8770646022163264,9,3,6,33.33333333333333,1.4208549542704363,2961.0714395286577,-1042.003418656155,292.3548674054494,-1.9947182257729734,5,1223.2920337797916,1529.1271553539812,"{'trades': 1, 'win_rate_pct': 0.0, 'net_pnl_krw': -1143.2617132664916}","{'trades': 8, 'win_rate_pct': 37.5, 'net_pnl_krw': 3774.4555199155366}","{3: 1, 1: 8}","{'TP3_4.0R': 1, 'STOP': 8}","['2026-02-10', '2026-02-11', '2026-02-12', '2026-02-15']",False,0.0,FOLD_A_OLDEST,2026-01-29T10:15:00+00:00,2026-02-28T02:10:00+00:00
DOGEUSDT,HARD_VETO_SPLIT,300000.0,300000.0,0.0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,"{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}","{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}",{},{},[],False,0.0,FOLD_A_OLDEST,2026-01-29T10:15:00+00:00,2026-02-28T02:10:00+00:00
DOGEUSDT,HARD_VETO_LONG_ONLY,300000.0,300000.0,0.0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,"{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}","{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}",{},{},[],False,0.0,FOLD_A_OLDEST,2026-01-29T10:15:00+00:00,2026-02-28T02:10:00+00:00
DOGEUSDT,HARD_VETO_SHORT_ONLY,300000.0,300000.0,0.0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,"{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}","{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}",{},{},[],False,0.0,FOLD_A_OLDEST,2026-01-29T10:15:00+00:00,2026-02-28T02:10:00+00:00
DOGEUSDT,PRICE_ONLY_REFERENCE,300000.0,293983.7036903283,-6016.296309671714,-2.005432103223903,12,4,8,33.33333333333333,0.44223640740606324,1192.5416525960552,-1348.3078650069833,-501.3580258059705,-3.119393631173195,3,1988.312495274051,2485.387148250051,"{'trades': 6, 'win_rate_pct': 33.33333333333333, 'net_pnl_krw': -4173.591667025992}","{'trades': 6, 'win_rate_pct': 33.33333333333333, 'net_pnl_krw': -1842.7046426456545}","{1: 10, 2: 1, 3: 1}","{'TP3_4.0R': 1, 'STOP': 11}","['2026-03-15', '2026-03-18', '2026-03-20', '2026-03-28']",False,0.0,FOLD_B_MIDDLE,2026-02-28T02:10:00+00:00,2026-03-29T18:05:00+00:00
DOGEUSDT,HARD_VETO_SPLIT,300000.0,297137.8263939389,-2862.1736060610856,-0.9540578686870305,3,0,3,0.0,0.0,0.0,-954.0578686870125,-954.0578686870125,-1.028764895678049,3,372.8528150507876,466.06146648000157,"{'trades': 3, 'win_rate_pct': 0.0, 'net_pnl_krw': -2862.1736060610374}","{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}",{1: 3},{'STOP': 3},"['2026-03-15', '2026-03-17']",False,0.0,FOLD_B_MIDDLE,2026-02-28T02:10:00+00:00,2026-03-29T18:05:00+00:00
DOGEUSDT,HARD_VETO_LONG_ONLY,300000.0,297137.8263939389,-2862.1736060610856,-0.9540578686870305,3,0,3,0.0,0.0,0.0,-954.0578686870125,-954.0578686870125,-1.028764895678049,3,372.8528150507876,466.06146648000157,"{'trades': 3, 'win_rate_pct': 0.0, 'net_pnl_krw': -2862.1736060610374}","{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}",{1: 3},{'STOP': 3},"['2026-03-15', '2026-03-17']",False,0.0,FOLD_B_MIDDLE,2026-02-28T02:10:00+00:00,2026-03-29T18:05:00+00:00
DOGEUSDT,HARD_VETO_SHORT_ONLY,300000.0,300000.0,0.0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,"{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}","{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}",{},{},[],False,0.0,FOLD_B_MIDDLE,2026-02-28T02:10:00+00:00,2026-03-29T18:05:00+00:00
DOGEUSDT,PRICE_ONLY_REFERENCE,300000.0,298912.43110132025,-1087.5688986797468,-0.3625229662265861,6,2,4,33.33333333333333,0.6471449608250164,997.3142710051984,-770.549360172539,-181.26148311329317,-0.8738824604566131,3,973.1361356444953,1216.4226490328797,"{'trades': 5, 'win_rate_pct': 40.0, 'net_pnl_krw': -412.3259378090172}","{'trades': 1, 'win_rate_pct': 0.0, 'net_pnl_krw': -675.2429608707421}","{1: 5, 2: 1}",{'STOP': 6},"['2026-04-08', '2026-04-11']",False,0.0,FOLD_C_LATEST_IN_WINDOW,2026-03-29T18:05:00+00:00,2026-04-28T10:00:00+00:00
DOGEUSDT,HARD_VETO_SPLIT,300000.0,300000.0,0.0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,"{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}","{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}",{},{},[],False,0.0,FOLD_C_LATEST_IN_WINDOW,2026-03-29T18:05:00+00:00,2026-04-28T10:00:00+00:00
DOGEUSDT,HARD_VETO_LONG_ONLY,300000.0,300000.0,0.0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,"{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}","{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}",{},{},[],False,0.0,FOLD_C_LATEST_IN_WINDOW,2026-03-29T18:05:00+00:00,2026-04-28T10:00:00+00:00
DOGEUSDT,HARD_VETO_SHORT_ONLY,300000.0,300000.0,0.0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,"{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}","{'trades': 0, 'win_rate_pct': 0, 'net_pnl_krw': 0}",{},{},[],False,0.0,FOLD_C_LATEST_IN_WINDOW,2026-03-29T18:05:00+00:00,2026-04-28T10:00:00+00:00
