symbol,strategy,direction,regime,opened_at,closed_at,signal_score,entry_stages_filled,planned_capital_krw,used_capital_krw,total_notional_krw,average_entry,net_pnl_krw,gross_pnl_krw,fees_krw,slippage_krw,return_on_used_capital_pct,exit_reason,bars_held,cost_scenario
XRPUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-03 16:15:00+00:00,2026-07-03 20:00:00+00:00,90,1,30000,12000.0,60000.0,1.1158713000000002,805.2870382642157,950.4275513258067,145.14051306159095,181.4281880024089,6.710725318868464,STOP,16,CONSERVATIVE
XRPUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-04 03:15:00+00:00,2026-07-04 05:00:00+00:00,85,1,30000,12000.0,60000.0,1.13720325,96.20434659161926,240.4929381173601,144.28859152574083,180.3616863300791,0.8017028882634938,STOP,8,CONSERVATIVE
XRPUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-04 09:15:00+00:00,2026-07-04 19:45:00+00:00,85,2,30000,21000.0,105000.0,1.147810783284162,1589.057293221345,1843.2692162808817,254.21192305953707,317.76976616213904,7.566939491530214,STOP,43,CONSERVATIVE
XRPUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-06 00:45:00+00:00,2026-07-06 03:15:00+00:00,85,1,30000,12000.0,60000.0,1.15502995,-946.9738461350271,-803.9385724219334,143.03527371309366,178.79268556312093,-7.891448717791892,STOP,11,CONSERVATIVE
XRPUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-06 19:15:00+00:00,2026-07-06 21:15:00+00:00,90,1,30000,12000.0,60000.0,1.14761885,150.61723728518666,294.9712027284608,144.35396544327415,180.4435264872297,1.2551436440432222,STOP,9,CONSERVATIVE
XRPUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-13 12:15:00+00:00,2026-07-13 14:00:00+00:00,85,1,30000,12000.0,60000.0,1.0749851000000001,76.34217247990294,220.0780787853605,143.73590630545755,179.67078231675237,0.6361847706658579,STOP,8,CONSERVATIVE
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-19 06:45:00+00:00,2026-06-19 13:45:00+00:00,95,1,30000,12000.0,60000.0,0.08241619,-760.9496332470792,-616.2101810298434,144.7394522172358,180.92333587614348,-6.34124694372566,STOP,29,CONSERVATIVE
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-23 13:30:00+00:00,2026-06-23 13:30:00+00:00,85,1,30000,12000.0,60000.0,0.07900132,-707.8296487166243,-563.1538640797287,144.67578463689568,180.8438705986356,-5.898580405971869,STOP,1,CONSERVATIVE
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-24 09:30:00+00:00,2026-06-24 11:45:00+00:00,90,1,30000,12000.0,60000.0,0.07864186000000001,-619.1875863753843,-474.6180447217182,144.56954165366605,180.71126577682227,-5.159896553128203,STOP,10,CONSERVATIVE
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-26 12:30:00+00:00,2026-06-26 13:45:00+00:00,90,1,30000,12000.0,60000.0,0.07370927000000001,-894.5587426356449,-749.6591516536605,144.89959098198437,181.1232095216106,-7.4546561886303735,STOP,6,CONSERVATIVE
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-28 12:45:00+00:00,2026-06-28 23:15:00+00:00,85,2,30000,21000.0,105000.0,0.07324162634965976,267.12238454662116,518.5001843254306,251.37779977880948,314.22412335320615,1.2720113549839103,STOP,43,CONSERVATIVE
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-30 04:00:00+00:00,2026-06-30 12:15:00+00:00,90,1,30000,12000.0,60000.0,0.072281415,943.721888357798,1086.4181865339574,142.69629817615925,178.37321850085928,7.864349069648316,TP3_4.0R,34,CONSERVATIVE
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-01 09:45:00+00:00,2026-07-01 13:30:00+00:00,95,1,30000,12000.0,60000.0,0.07126294500000001,-748.8868126373745,-604.1618184552283,144.72499418214625,180.905290400495,-6.240723438644788,STOP,16,CONSERVATIVE
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-08 15:45:00+00:00,2026-07-08 16:30:00+00:00,90,1,30000,12000.0,60000.0,0.07154252500000001,-898.107028691919,-753.2031848700749,144.90384382184408,181.12851760929863,-7.484225239099325,STOP,4,CONSERVATIVE
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-09 13:30:00+00:00,2026-07-09 15:00:00+00:00,85,1,30000,12000.0,60000.0,0.072201535,-679.0176340240416,-534.3763823652034,144.64125165883823,180.80076902842717,-5.65848028353368,STOP,7,CONSERVATIVE
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-13 13:45:00+00:00,2026-07-13 14:15:00+00:00,90,1,30000,12000.0,60000.0,0.07193194000000001,-649.212850682959,-504.60732189668295,144.605528786276,180.75618231777545,-5.410107089024659,STOP,3,CONSERVATIVE
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-16 19:45:00+00:00,2026-07-17 10:00:00+00:00,85,2,30000,21000.0,105000.0,0.07288944837081734,1201.6808343074556,1451.9385080977386,250.25767379028272,312.8260629581382,5.7222896871783595,STOP,58,CONSERVATIVE
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-24 04:15:00+00:00,2026-07-24 07:15:00+00:00,85,1,30000,12000.0,60000.0,0.069046275,-624.9026042597519,-480.3262128043866,144.57639145536527,180.71981520481498,-5.207521702164599,STOP,12,CONSERVATIVE
DOGEUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-24 15:15:00+00:00,2026-07-24 22:45:00+00:00,90,1,30000,12000.0,60000.0,0.06885656,-919.9615069302747,-775.0314691672739,144.9300377630007,181.16121099567545,-7.666345891085623,STOP,31,CONSERVATIVE
BTCUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-06-16 09:45:00+00:00,2026-06-16 13:00:00+00:00,95,1,30000,12000.0,60000.0,66707.53709999999,-494.23923518731243,-422.49273082580794,71.7465043615045,59.788662958554575,-4.118660293227603,STOP,14,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-19 12:30:00+00:00,2026-06-19 12:45:00+00:00,85,1,30000,12000.0,60000.0,62498.834950000004,-288.8874970108961,-216.75744254536886,72.13005446552722,60.10833955898731,-2.407395808424134,STOP,2,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-23 18:30:00+00:00,2026-06-24 00:00:00+00:00,85,1,30000,12000.0,60000.0,62290.839,-585.296818771549,-512.9890253563352,72.30779341521381,60.25638132951333,-4.877473489762909,STOP,23,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-26 03:30:00+00:00,2026-06-26 03:45:00+00:00,90,1,30000,12000.0,60000.0,59038.6659,-922.8747050821352,-850.364486390301,72.51021869183418,60.424984758312974,-7.690622542351126,STOP,2,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-28 22:00:00+00:00,2026-06-28 22:00:00+00:00,85,1,30000,12000.0,60000.0,59396.8867,-476.90476526152054,-404.6619680806721,72.2427971808484,60.20224486910207,-3.974206377179338,STOP,1,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-06-30 12:00:00+00:00,2026-06-30 14:00:00+00:00,85,1,30000,12000.0,60000.0,59141.6144,386.8151907975061,458.5400667574516,71.72487595994554,59.77085954434881,3.223459923312551,STOP,9,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,SHORT,BEAR,2026-07-01 10:30:00+00:00,2026-07-01 13:45:00+00:00,85,2,30000,21000.0,105000.0,58561.65664119807,-1154.222860768454,-1027.6062969902598,126.61656377819415,105.51357262530718,-5.496299336992639,STOP,14,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-04 00:15:00+00:00,2026-07-04 01:00:00+00:00,85,1,30000,12000.0,60000.0,62815.89225,-455.5982479857623,-383.82854511283006,71.7697028729323,59.808004722303025,-3.7966520665480195,STOP,4,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-06 19:15:00+00:00,2026-07-07 01:00:00+00:00,90,1,30000,12000.0,60000.0,63748.6584,159.0130997637546,231.15179083825757,72.13869107450296,60.11564871227385,1.3251091646979551,STOP,24,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-07 18:45:00+00:00,2026-07-07 19:00:00+00:00,85,1,30000,12000.0,60000.0,64092.03,-559.5527728429201,-487.8454801309988,71.7072927119214,59.7559702375508,-4.662939773691002,STOP,2,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-09 21:15:00+00:00,2026-07-10 00:30:00+00:00,95,1,30000,12000.0,60000.0,63316.94265,-393.93152346888974,-322.1247983478985,71.80672512099126,59.83887202933612,-3.282762695574081,STOP,14,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-11 00:30:00+00:00,2026-07-11 15:30:00+00:00,85,1,30000,12000.0,60000.0,64108.238099999995,60.10026984514799,132.179577591703,72.07930774655502,60.06613785022019,0.5008355820428999,STOP,61,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-11 21:30:00+00:00,2026-07-11 22:15:00+00:00,85,1,30000,12000.0,60000.0,64367.66774999999,-271.6913478616276,-199.81123460238905,71.88011325923856,59.90005940489412,-2.264094565513563,STOP,4,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-12 16:00:00+00:00,2026-07-12 21:45:00+00:00,85,1,30000,12000.0,60000.0,64180.374149999996,-319.88522976177796,-248.0340501918931,71.85117956988486,59.87593593536903,-2.6657102480148165,STOP,24,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-15 07:15:00+00:00,2026-07-15 07:15:00+00:00,100,1,30000,12000.0,60000.0,64876.52204999999,-402.2550403150716,-330.45331230245307,71.80172801261853,59.834705689189946,-3.3521253359589296,STOP,1,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-18 21:45:00+00:00,2026-07-19 11:45:00+00:00,90,1,30000,12000.0,60000.0,64648.808249999995,-313.73298564817316,-241.87811251568257,71.85487313249058,59.87901544395662,-2.6144415470681097,STOP,57,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-20 01:15:00+00:00,2026-07-20 05:00:00+00:00,100,1,30000,12000.0,60000.0,64810.7892,-542.4528709628154,-470.73531215010547,71.71755881270994,59.764529601225,-4.520440591356794,STOP,15,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-21 12:15:00+00:00,2026-07-21 15:30:00+00:00,85,1,30000,12000.0,60000.0,66397.48215,91.1150382862971,163.21296606593666,72.09792777963956,60.081662306680315,0.7592919857191425,STOP,14,LOWER_FRICTION_SENSITIVITY
BTCUSDT,CURRENT_IMPROVED_SPLIT,LONG,BULL,2026-07-21 23:45:00+00:00,2026-07-22 03:00:00+00:00,85,2,30000,21000.0,105000.0,66542.00209721753,-765.0138297396543,-639.3974682205867,125.61636151906762,104.6801675865639,-3.6429229987602585,STOP,14,LOWER_FRICTION_SENSITIVITY
