symbol,strategy,direction,regime,opened_at,closed_at,signal_score,entry_stages_filled,planned_capital_krw,used_capital_krw,total_notional_krw,average_entry,net_pnl_krw,gross_pnl_krw,fees_krw,slippage_krw,return_on_used_capital_pct,exit_reason,bars_held
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-21 08:15:00+00:00,2026-06-21 09:30:00+00:00,80,1,30000,12000.0,60000.0,63990.669799999996,-361.27844118376333,-217.018019560291,144.26042162347233,180.3254444710505,-3.010653676531361,STOP,6
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-22 19:00:00+00:00,2026-06-22 20:00:00+00:00,80,1,30000,12000.0,60000.0,64222.5215,-520.05730157174,-375.6065736833201,144.45072788841998,180.56297101242228,-4.333810846431167,STOP,5
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-23 04:45:00+00:00,2026-06-23 05:30:00+00:00,80,1,30000,12000.0,60000.0,63688.42385,-2.312543376347623,141.51763546109905,143.83017883744668,179.78844648549446,-0.01927119480289686,STOP,4
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-24 08:15:00+00:00,2026-06-24 08:30:00+00:00,80,1,30000,12000.0,60000.0,62543.84330000001,-436.3434834679484,-291.99309175783895,144.35039171010942,180.43773863809048,-3.6361956955662365,STOP,2
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-25 10:45:00+00:00,2026-06-25 11:15:00+00:00,80,1,30000,12000.0,60000.0,61264.86465,-0.08357058446907928,143.74393669150112,143.8275072759702,179.78511203532605,-0.0006964215372423273,STOP,3
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-26 01:15:00+00:00,2026-06-26 03:15:00+00:00,90,2,30000,21000.0,105000.0,59352.06980428695,383.29678452360525,634.5353421130696,251.2385575894643,314.0503313045981,1.825222783445739,STOP,9
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-26 10:45:00+00:00,2026-06-26 12:30:00+00:00,90,1,30000,12000.0,60000.0,59443.40095,-625.8230303605245,-481.2455357176633,144.5774946428612,180.72119212380227,-5.215191919671038,STOP,8
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-26 13:45:00+00:00,2026-06-26 13:45:00+00:00,80,1,30000,12000.0,60000.0,59371.0097,-798.799094919145,-654.014277785802,144.78481713334295,180.97995708945263,-6.656659124326208,STOP,1
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-27 19:30:00+00:00,2026-06-27 21:15:00+00:00,80,1,30000,12000.0,60000.0,60205.1566,-446.87282182655207,-302.5098100544867,144.36301177206536,180.45349008835865,-3.723940181887934,STOP,8
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-28 00:15:00+00:00,2026-06-28 01:30:00+00:00,80,1,30000,12000.0,60000.0,60022.53095,-459.4152643177286,-315.03721965414366,144.37804466358494,180.4722530583084,-3.8284605359810717,STOP,6
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-29 00:30:00+00:00,2026-06-29 00:45:00+00:00,80,1,30000,12000.0,60000.0,59098.11965000001,-651.312906091072,-506.7048602587615,144.6080458323105,180.7593239129261,-5.427607550758934,STOP,2
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-30 00:30:00+00:00,2026-06-30 04:30:00+00:00,80,1,30000,12000.0,60000.0,59820.83395,7.807578375010124,151.62562762186388,143.81804924685375,179.7733072061731,0.06506315312508436,STOP,17
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-30 05:45:00+00:00,2026-06-30 08:45:00+00:00,80,1,30000,12000.0,60000.0,59461.673500000004,7.538001423604879,151.3563737750748,143.81837235146992,179.7737104820278,0.06281667853004065,STOP,13
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-30 10:00:00+00:00,2026-06-30 12:15:00+00:00,80,1,30000,12000.0,60000.0,59266.46675,-3.7508996830915287,140.08100311317267,143.8319027962642,179.79059820643408,-0.03125749735909607,STOP,10
BTCUSDT,BASELINE_SPLIT,SHORT,BASELINE,2026-06-30 14:00:00+00:00,2026-06-30 14:00:00+00:00,80,1,30000,12000.0,60000.0,58633.41775,-579.4994518481706,-434.9774788735223,144.52197297464824,180.65189398574756,-4.829162098734755,STOP,1
